Hours_Worked,Temperature_C,Hydration_Liters,Sleep_Hours,Stamina_Score
4.49448142616835,24.62832322096549,1.3085284186795298,8.036217965253389,100.0
11.408571676918994,33.54752368445895,1.234893995359999,8.780088383148234,92.22492216961213
8.783927301736862,41.82364589691021,4.531272902605183,5.502807392754994,100.0
7.183901810364439,38.305622160239025,1.2477309992475305,7.749244597641994,100.0
1.8722236853092382,40.16402869653624,1.359748630643155,7.430475898862492,100.0
1.8719342440344318,36.469584167767934,3.7969913120898187,8.996982260729627,100.0
0.6970033460183935,37.306914112946316,2.2486992122527,9.436522362887564,100.0
10.394113749299223,41.22989128913298,3.883552784775906,4.072940628864321,82.24062692269297
7.213380140918506,26.241700221479647,0.3268307878219262,8.044119514352756,100.0
8.496870933552547,32.23562409107851,2.4378559683669216,4.311014794718374,97.00392234802051
0.24701393154962936,25.530236045490057,0.16806800091641316,7.2931519904641355,100.0
11.638918225943932,44.69170019991617,0.3132660172767726,5.725796374262069,51.79551607470544
9.98931168960506,43.60148349216533,4.532187266722055,5.840659597132847,100.0
2.548069328139314,20.98567028421265,0.6962268555879758,6.11775102071414,100.0
2.1818996064852074,37.63937931289221,2.6621034113760853,7.72775469429766,100.0
2.200854118241206,43.13120793539164,2.055478013003533,6.004299794012615,100.0
3.6509069155144527,24.51438362818334,1.7367166312942133,8.396194303541682,100.0
6.297077179586854,34.198630763815736,4.499166728436363,6.427164313443218,100.0
5.18334022370539,42.887207439701044,0.1091169838774475,4.410119201859752,72.00393133676687
3.494749682376503,20.84864946464497,3.3189484308779456,8.702559054904643,100.0
7.342234736668553,37.435506681171,4.816972171067752,5.714549947556236,100.0
1.673926327824502,27.43372518431377,2.80084091730921,6.596601277595576,100.0
3.505735782422618,43.10990488441326,4.684112310165459,8.112663299331409,100.0
4.3963421195243,44.27645612913419,0.26128939643011884,5.994736942892272,93.93912468167655
5.472839810604431,43.60666222783585,2.093966595370807,4.3395139368802935,91.14802521459968
9.422111536716162,31.855355416436595,1.3007889548102558,6.243526282076882,88.60566173683178
2.396085385900317,41.55106627473283,3.6541048249036487,9.666691496165821,100.0
6.170813260963339,41.11373496337676,4.906485452486233,7.850406383791349,100.0
7.108974826344509,27.97751183108139,1.282650312221239,8.028874892003241,100.0
0.5574049526399727,40.72288685376694,3.2708730073703722,7.793692921825839,100.0
7.29053822281726,20.925190867887316,0.9904881637987006,5.1939528337566205,100.0
2.0462894842474983,34.90674696205133,2.8266512728580495,6.510003184613681,100.0
0.7806191158233542,25.750220932192576,2.319662433441681,8.505638790179908,100.0
11.38662644704,23.01417214443197,4.860026648157685,4.608237385318954,100.0
11.587584396894712,21.92383004073023,3.042636363482333,5.667116656538274,100.0
9.700768177397533,37.407219396953494,1.747531860434094,5.657914650795122,81.7656231897069
3.6553652300804482,28.49687409420165,0.5704789244396669,6.592113565567036,100.0
1.1720653680766064,38.11916928821904,0.7562341436746728,9.88221244565311,100.0
8.210796318145883,21.63390851997356,1.1265846497561753,4.405015280102932,95.80050145165366
5.281829924875216,27.88225844576526,1.25483330670149,7.11220596628357,100.0
1.464458818137346,33.48728230938343,4.253080289205689,5.076188092073263,100.0
5.942122921335242,39.76807912097409,2.8061139414126246,9.824059272458465,100.0
0.41266225338262075,27.968812573301747,2.616954556871832,4.679821028364785,100.0
10.911844824945385,35.647284410925224,0.5738443593460874,6.421606014169548,74.76718944957732
3.105359779200203,42.14944370590467,4.300698466747175,8.427309909007636,100.0
7.950267412247784,35.39657970455762,3.6140715160424186,8.22732656816467,100.0
3.7405329130729315,25.823986868840844,0.3383418095000079,6.536371821363593,100.0
6.24081625413373,20.610019538913452,3.539175486148843,6.07914500771631,100.0
6.560523352119356,41.752471847523246,2.7176910867132302,6.385674271317224,100.0
2.2182534663063245,20.531735271259677,0.4086267287338913,5.585657578951835,100.0
